Hospital,admission_day,concurrent_admissions,signal
"and Fields Porter Chang,",2020-08-24,1,normal
"and Fields, Garcia Marshall",2020-10-28,1,normal
"and Fields, Harris Davila",2021-04-18,1,normal
"and Figueroa Duke Mason,",2020-04-09,1,normal
"and Figueroa Robinson, Casey",2023-07-26,1,normal
"and Figueroa, Howard Barrera",2023-05-16,1,normal
"and Finley Fields Alvarez,",2022-04-05,1,normal
"and Finley Mosley, Gaines",2022-09-19,1,normal
"and Fischer Bennett, White",2020-12-12,1,normal
"and Fischer Cain Miller,",2021-09-23,1,normal
"and Fisher Doyle Kennedy,",2024-03-25,2,normal
"and Fisher Robinson Cole,",2023-03-20,1,normal
"and Fisher Simmons, Santos",2022-10-27,1,normal
"and Fisher Smith, Wilson",2019-10-09,1,normal
"and Fisher, Alexander Jones",2022-08-14,1,normal
"and Fisher, Mullins Shea",2021-07-18,1,normal
"and Fisher, Stewart Underwood",2024-01-26,1,normal
"and Fitzgerald Rogers King,",2021-08-09,1,normal
"and Fitzgerald Shaw, Edwards",2019-07-26,1,normal
"and Fitzgerald Wells Campbell,",2019-06-12,1,normal
"and Fitzgerald Wood Durham,",2022-06-02,1,normal
"and Fitzgerald, Sharp Cooke",2021-11-03,1,normal
"and Fitzpatrick Reid Duffy,",2021-06-25,1,normal
"and Fleming Hunt, Burns",2023-04-15,1,normal
"and Fleming Oconnell, Barron",2019-11-18,1,normal
"and Fleming Pena, Smith",2020-04-20,1,normal
"and Fleming, Brown Short",2021-07-13,1,normal
"and Fleming, Powell Bryant",2020-08-09,1,normal
"and Fletcher Barber, Kelly",2020-12-26,1,normal
"and Fletcher Lopez, Hull",2020-03-16,1,normal
"and Fletcher Parker Odom,",2023-03-12,1,normal
"and Fletcher, Brown Olson",2020-12-06,1,normal
"and Fletcher, Gonzales Holmes",2021-09-14,1,normal
"and Flores Allison Williamson,",2021-04-15,1,normal
"and Flores Chambers, Ward",2022-02-06,1,normal
"and Flores Lyons, Stephenson",2020-11-22,1,normal
"and Flores Sharp, Ross",2024-03-06,1,normal
"and Flores Smith Williams,",2020-05-30,1,normal
and Flores Sons,2021-05-20,2,normal
and Flores Sons,2022-06-07,1,normal
"and Flores Swanson, Wagner",2024-04-11,1,normal
"and Flores Thomas, Miller",2020-03-20,1,normal
"and Flores Ward, Smith",2021-05-27,1,normal
"and Flores Wood, Estes",2023-05-07,1,normal
"and Flores, Choi Fisher",2022-02-17,1,normal
"and Flores, Chung Mayo",2023-02-25,1,normal
"and Flores, Collins Quinn",2020-11-24,1,normal
"and Flores, Ferguson Lyons",2021-12-13,1,normal
"and Flores, Fuentes Thompson",2019-12-12,1,normal
"and Flores, Hayes Dennis",2020-09-26,1,normal
"and Flores, Jones Hernandez",2019-07-03,1,normal
"and Flores, Mitchell Nichols",2020-03-08,1,normal
"and Flores, Patterson Cabrera",2020-04-20,1,normal
"and Flowers Smith, Smith",2019-07-21,1,normal
"and Floyd Smith, Berry",2022-07-30,2,normal
"and Flynn Gardner Mcclain,",2022-03-31,1,normal
"and Flynn Leonard, Schultz",2020-05-13,1,normal
"and Flynn Smith Jackson,",2021-03-28,1,normal
"and Flynn, Austin Underwood",2023-09-13,1,normal
"and Foley Davis, Roberts",2019-08-19,1,normal
"and Foley, Jones Harris",2020-06-04,2,normal
and Forbes Sons,2024-04-30,2,normal
"and Ford Cole Barker,",2019-10-08,2,normal
"and Ford Horton, Gregory",2020-12-03,1,normal
"and Ford Lee, Rodriguez",2021-05-06,2,normal
"and Ford Powers, Washington",2019-05-30,1,normal
"and Ford Price, Miller",2023-08-04,1,normal
"and Ford Ray Jackson,",2023-03-31,1,normal
"and Ford, Juarez Campbell",2020-03-07,2,normal
"and Ford, Porter Harris",2022-12-14,1,normal
"and Foster Johnson Thompson,",2021-12-30,1,normal
"and Foster Jones Brown,",2021-09-16,1,normal
"and Foster Spencer, Nelson",2019-09-21,1,normal
"and Foster, Allen Valdez",2023-08-07,1,normal
"and Foster, Garcia Bullock",2019-12-29,1,normal
"and Foster, Hill Mann",2021-03-17,1,normal
"and Foster, Leonard Jenkins",2020-10-04,1,normal
"and Foster, Pruitt Phillips",2020-11-14,1,normal
"and Fowler, Lewis Park",2023-04-11,2,normal
"and Fox Cook, Reeves",2024-04-26,1,normal
"and Fox Hill Mckinney,",2022-06-07,1,normal
"and Fox Navarro Little,",2022-06-25,1,normal
"and Fox, Fletcher Padilla",2020-11-08,2,normal
"and Fox, Olsen Stokes",2021-01-06,1,normal
"and Fox, Snow Baker",2021-09-05,2,normal
"and Francis Bell Morton,",2021-10-25,1,normal
"and Francis Weaver, Brown",2022-07-09,1,normal
"and Francis Williams, Long",2021-04-30,1,normal
"and Franco Dunn, Bishop",2020-01-31,1,normal
"and Franco Pugh Avila,",2021-02-17,1,normal
"and Franco Ramirez Bentley,",2022-03-05,2,normal
"and Franco Warner Gibson,",2021-09-28,1,normal
"and Franco Webb, Cole",2020-06-09,1,normal
"and Franco, Herrera Meza",2022-01-09,1,normal
"and Frank Hoover Castillo,",2020-02-17,1,normal
"and Frank Howard Mcneil,",2020-07-24,1,normal
"and Frank, Pierce Reeves",2022-04-29,1,normal
"and Frank, Williamson Kirby",2021-08-13,1,normal
"and Franklin Martin Allen,",2022-11-02,1,normal
"and Franklin Moore Campbell,",2024-04-17,1,normal
"and Franklin Ramirez, Rodriguez",2020-01-12,1,normal
"and Franklin Smith Hayes,",2023-10-10,1,normal
"and Franklin, Nelson Leblanc",2021-07-14,2,normal
"and Frazier Hill Smith,",2024-02-25,1,normal
"and Frazier Jimenez, Murray",2020-10-02,1,normal
"and Frazier Sutton, Campbell",2022-09-03,1,normal
"and Frazier, Carson Savage",2022-04-04,1,normal
"and Frazier, Lang Johnson",2020-09-27,1,normal
"and Frazier, Mccarty Palmer",2022-12-18,2,normal
"and Frederick Ellis, Mcgee",2019-06-08,1,normal
"and Frederick, Jones Garcia",2020-03-16,1,normal
"and Freeman Farrell, Duncan",2020-07-28,1,normal
"and Freeman Green, Wilson",2020-10-26,2,normal
"and Freeman Liu Gutierrez,",2021-07-30,1,normal
"and Freeman Mendez Owen,",2020-04-29,1,normal
"and Freeman Rush Wallace,",2019-05-21,1,normal
"and Freeman Tucker, Franklin",2020-05-15,1,normal
"and Freeman Zimmerman, Salazar",2022-07-09,2,normal
"and Freeman, Berry Castillo",2020-06-21,1,normal
"and Freeman, Browning Alvarez",2020-03-21,1,normal
"and French Phillips, Hunt",2020-04-28,1,normal
"and Frey Walker, Richardson",2022-10-01,1,normal
"and Friedman Gray Ayers,",2021-06-11,1,normal
"and Friedman Smith Robbins,",2019-07-29,2,normal
and Friedman Sons,2022-08-30,1,normal
"and Friedman, Contreras Hicks",2020-12-18,1,normal
"and Friedman, Nichols Lewis",2020-09-29,1,normal
"and Fritz Jones Duffy,",2020-04-13,2,normal
"and Fritz Vazquez, Parrish",2020-06-01,1,normal
"and Frye Jones Greene,",2021-04-14,1,normal
"and Fuentes Rogers Gill,",2020-10-20,1,normal
"and Fuller Anderson Harrell,",2023-12-15,1,normal
"and Fuller Miller, Hughes",2022-06-01,1,normal
"and Fuller Oneill, Buckley",2023-08-03,1,normal
and Fuller Sons,2022-09-04,1,normal
"and Fuller Tucker Martinez,",2022-12-14,1,normal
"and Fuller, Morrow Turner",2022-02-16,1,normal
"and Gaines Arnold Williams,",2023-07-06,1,normal
"and Gallagher Olson Hogan,",2019-11-23,2,normal
"and Gallagher Ortiz Cruz,",2023-02-07,2,normal
"and Gallagher, Smith Hunt",2022-01-14,1,normal
"and Gallegos Hall Rivera,",2019-12-22,1,normal
"and Gallegos Perez, Lane",2020-12-25,1,normal
"and Gallegos Robertson Warner,",2020-09-24,1,normal
"and Galloway Wilson Davis,",2022-06-26,1,normal
"and Galloway, Hall Dominguez",2020-09-15,1,normal
"and Galvan, Villa Decker",2022-09-22,1,normal
"and Gamble Salinas, Nash",2023-07-03,1,normal
"and Garcia Baker, Wagner",2019-12-24,1,normal
"and Garcia Booth, Padilla",2019-08-06,1,normal
"and Garcia Browning, Gibson",2020-12-23,1,normal
"and Garcia Ferguson, Davis",2023-08-24,1,normal
"and Garcia Hooper, Brown",2019-09-08,1,normal
"and Garcia Johnston Williams,",2022-08-03,1,normal
"and Garcia Knight Johnston,",2023-11-21,1,normal
"and Garcia Lewis, Cox",2023-03-07,1,normal
"and Garcia Morris Cunningham,",2022-03-12,1,normal
"and Garcia Orr Thomas,",2022-10-25,1,normal
and Garcia Sons,2019-09-20,1,normal
and Garcia Sons,2020-04-02,1,normal
and Garcia Sons,2020-05-18,1,normal
"and Garcia Stewart, Howard",2023-11-18,1,normal
"and Garcia Thomas, Smith",2022-02-21,1,normal
"and Garcia Vaughn Hutchinson,",2020-11-25,1,normal
"and Garcia Wade Richardson,",2020-08-20,1,normal
"and Garcia Waters Simmons,",2023-09-13,2,normal
"and Garcia Watts Garcia,",2020-08-06,1,normal
"and Garcia Williamson, Wallace",2021-04-24,1,normal
"and Garcia Wright, Mason",2020-08-14,1,normal
"and Garcia, Blevins Caldwell",2023-08-29,1,normal
"and Garcia, Davis Peterson",2021-08-05,2,normal
"and Garcia, Edwards Olson",2020-03-11,1,normal
"and Garcia, Fitzpatrick Vazquez",2021-05-21,2,normal
"and Garcia, Garrison Lewis",2021-07-13,1,normal
"and Garcia, Gutierrez Stewart",2020-04-23,1,normal
"and Garcia, Herrera Wilson",2022-08-12,1,normal
"and Garcia, Martin Jackson",2021-03-20,1,normal
"and Garcia, Martinez Mason",2020-06-26,1,normal
"and Garcia, Mccall Fox",2020-01-11,1,normal
"and Garcia, Murphy Rosales",2023-11-02,1,normal
"and Garcia, Steele Christensen",2021-09-03,1,normal
"and Gardner Allen, Davila",2021-11-06,1,normal
"and Gardner Frye, Brown",2019-08-28,2,normal
"and Gardner Hernandez Pena,",2024-02-16,1,normal
"and Gardner Nelson Livingston,",2022-11-04,1,normal
"and Gardner Robinson, Hale",2022-01-13,1,normal
"and Gardner Shaw, Alexander",2020-05-21,1,normal
"and Gardner Torres, Rosario",2022-10-06,1,normal
"and Gardner, Brown Reyes",2024-02-18,1,normal
and Garner Sons,2023-09-22,1,normal
"and Garner Thomas, Garcia",2019-11-17,1,normal
"and Garner Ware Green,",2022-03-16,1,normal
"and Garner, Thomas Hartman",2024-01-03,1,normal
"and Garrett Montgomery, Smith",2023-08-19,1,normal
"and Garrett Morris Fisher,",2023-04-14,2,normal
"and Garrett Richardson Davis,",2021-09-24,1,normal
and Garrett Sons,2020-07-23,2,normal
and Garrett Sons,2024-03-25,1,normal
"and Garrett Walsh, Gonzalez",2019-05-14,1,normal
"and Garrett Warren Guzman,",2021-08-28,1,normal
"and Garrett, Haynes Beard",2020-08-10,1,normal
"and Garrett, Matthews Richardson",2021-07-02,1,normal
"and Garrison Hahn, Meadows",2021-10-13,1,normal
"and Garrison Weeks Gray,",2023-07-04,1,normal
"and Garza Martin Holloway,",2019-11-15,2,normal
"and Garza Robbins Craig,",2023-04-20,1,normal
"and Gates Evans, Larson",2023-11-25,1,normal
"and Gates Patel Peck,",2021-02-12,1,normal
and Gates Sons,2020-06-16,1,normal
"and Gates Stanley, Brennan",2020-09-20,1,normal
"and Gay Jones Hurley,",2022-12-24,1,normal
"and Gentry Martinez, Morris",2022-09-20,1,normal
"and Gentry Rich, King",2023-02-11,1,normal
"and Gentry, Harris Pope",2020-04-05,1,normal
"and George Davidson Bell,",2022-05-29,1,normal
"and Gibbs Drake, Kelley",2022-09-30,1,normal
"and Gibbs Jones Garcia,",2021-06-28,2,normal
"and Gibbs, Reese Hamilton",2022-02-25,1,normal
"and Gibbs, Rivera Greene",2019-06-04,2,normal
"and Gibson Bishop Greer,",2022-03-29,1,normal
"and Gibson Grant Lee,",2019-05-22,1,normal
"and Gibson Jones Gomez,",2023-05-20,1,normal
"and Gibson Levine Thompson,",2023-05-31,1,normal
"and Gibson Norris Ortiz,",2022-09-09,1,normal
and Gibson Sons,2021-03-08,1,normal
"and Gibson Wright Mueller,",2022-09-10,1,normal
"and Gibson, Hoffman Hall",2022-03-02,1,normal
"and Gilbert Foster Gray,",2021-06-06,1,normal
"and Gilbert Walker Russell,",2022-06-16,2,normal
"and Gilbert, Lozano Simpson",2020-02-26,1,normal
"and Giles Griffith Leonard,",2023-08-12,1,normal
and Giles Sons,2022-02-01,1,normal
"and Giles, Lee Edwards",2024-02-04,1,normal
"and Giles, Wyatt Weaver",2023-06-17,1,normal
"and Gill French Cox,",2020-03-25,1,normal
"and Gill, King Osborn",2021-08-04,2,normal
"and Gill, Ramos Anderson",2022-12-05,1,normal
"and Gill, Wilkerson Davis",2020-11-11,1,normal
"and Gillespie Garcia Harper,",2019-05-24,1,normal
"and Gillespie Jennings, Hernandez",2021-09-18,1,normal
"and Gillespie Proctor Gay,",2021-10-12,1,normal
"and Gillespie Rojas Knight,",2019-05-19,1,normal
"and Glass Pacheco Horn,",2020-06-21,1,normal
"and Glenn Walker Lucas,",2024-04-27,1,normal
"and Glenn Williams Shannon,",2020-07-14,1,normal
"and Glenn, Jones Ramos",2023-12-15,1,normal
"and Glover Brown Perkins,",2022-10-15,1,normal
"and Glover Christensen, Jackson",2019-05-22,1,normal
"and Golden Johnson, Burns",2023-01-21,1,normal
"and Golden Peters, Stone",2020-05-17,2,normal
and Golden Sons,2024-03-08,1,normal
"and Gomez Douglas, Sanchez",2023-07-29,1,normal
"and Gomez Gates Smith,",2022-09-08,1,normal
"and Gomez Johnson, Smith",2020-02-04,1,normal
"and Gomez Jones Campbell,",2020-10-29,1,normal
"and Gomez Lucas, Ramirez",2024-02-25,1,normal
"and Gomez Rogers, Green",2020-10-07,1,normal
and Gomez Sons,2021-07-23,1,normal
and Gomez Sons,2022-04-23,1,normal
"and Gomez, Bridges Thornton",2021-05-16,1,normal
"and Gomez, Flores Dixon",2024-01-16,1,normal
"and Gomez, Hunt Carrillo",2024-01-27,1,normal
"and Gomez, Williams Walker",2021-10-15,1,normal
"and Gonzales Adams Whitney,",2020-01-21,1,normal
"and Gonzales Bailey Allen,",2024-04-05,1,normal
"and Gonzales Baker, Young",2021-10-06,1,normal
"and Gonzales Dunn, Camacho",2021-09-06,1,normal
"and Gonzales Moses, Robinson",2022-01-29,1,normal
"and Gonzales Rocha, White",2023-08-01,1,normal
"and Gonzales Washington Moyer,",2022-08-07,1,normal
"and Gonzales, Clark Johnson",2020-11-23,1,normal
"and Gonzales, Strickland Savage",2021-12-16,1,normal
"and Gonzalez Cohen, Mendoza",2022-12-08,1,normal
"and Gonzalez Davis Carroll,",2021-10-13,1,normal
"and Gonzalez Fischer, King",2020-02-27,2,normal
"and Gonzalez Ford Potter,",2022-07-05,1,normal
"and Gonzalez Garcia, Ramos",2021-03-17,2,normal
"and Gonzalez Gray, Bennett",2020-08-29,1,normal
"and Gonzalez Gray, Boyer",2021-10-21,1,normal
"and Gonzalez Huynh, Fleming",2023-06-16,2,normal
"and Gonzalez Jenkins, Stone",2023-08-06,1,normal
"and Gonzalez Key Lara,",2021-03-29,1,normal
"and Gonzalez Moore, Brooks",2022-12-23,1,normal
"and Gonzalez Moreno Anderson,",2020-07-30,1,normal
"and Gonzalez Noble, Cabrera",2020-01-13,1,normal
"and Gonzalez Perez Torres,",2020-01-27,1,normal
"and Gonzalez Smith, Arnold",2022-01-28,1,normal
"and Gonzalez Smith, Miller",2020-11-18,1,normal
and Gonzalez Sons,2019-12-15,1,normal
and Gonzalez Sons,2020-08-29,1,normal
and Gonzalez Sons,2020-09-15,1,normal
and Gonzalez Sons,2023-06-26,1,normal
"and Gonzalez Thomas, Wall",2022-11-07,2,normal
"and Gonzalez Wilson Cooper,",2022-06-10,1,normal
"and Gonzalez, James Kelly",2022-07-04,1,normal
"and Gonzalez, Rogers Jackson",2019-07-20,1,normal
"and Gonzalez, Thomas Cooper",2022-02-15,2,normal
"and Gonzalez, Warren Moore",2021-12-12,1,normal
"and Good Willis Reid,",2022-11-10,1,normal
"and Goodman Diaz Thomas,",2023-08-25,1,normal
"and Goodwin Cruz, Johnson",2024-02-03,1,normal
"and Goodwin, Hernandez Andrade",2020-05-12,2,normal
"and Gordon Bishop, Robertson",2020-04-24,1,normal
"and Gordon Bowers Ryan,",2021-01-18,1,normal
"and Gordon Brooks Miller,",2020-07-19,1,normal
"and Gordon Clarke Simmons,",2023-09-06,1,normal
"and Gordon Lee Yang,",2022-12-09,1,normal
"and Gordon Patterson, Swanson",2022-12-21,1,normal
"and Gordon Sanchez Martinez,",2024-02-25,1,normal
"and Gordon Taylor, Lopez",2023-06-05,1,normal
"and Gordon, Hamilton Hunter",2021-11-17,1,normal
"and Gordon, Nicholson Blair",2019-09-11,2,normal
"and Gordon, Watkins Williams",2020-09-19,1,normal
"and Gordon, Wilkins Gardner",2022-10-31,1,normal
"and Gould Lopez Watts,",2022-01-21,1,normal
"and Graham Bowers, Stanley",2022-10-14,1,normal
"and Graham Flores, Carrillo",2021-01-02,1,normal
"and Graham Hart, Espinoza",2019-08-30,1,normal
"and Graham Higgins, Bell",2022-06-19,1,normal
"and Graham Jones Rojas,",2021-01-30,1,normal
"and Graham Martinez Spence,",2022-08-03,1,normal
"and Graham Moon Kelley,",2023-09-28,2,normal
"and Graham Morris, Gonzales",2023-02-12,2,normal
"and Graham, Church Ray",2023-06-06,1,normal
"and Graham, Porter Reynolds",2022-04-22,2,normal
"and Grant Hamilton Edwards,",2022-04-05,1,normal
"and Grant Johnson, Houston",2023-05-12,1,normal
"and Grant Leonard, Jones",2019-11-08,1,normal
"and Grant Morales, Wheeler",2023-02-15,1,normal
"and Grant Moses, Carpenter",2022-12-21,1,normal
and Grant Sons,2019-12-16,1,normal
"and Grant Wilkins Alexander,",2020-07-19,1,normal
"and Graves Woods Steele,",2023-04-14,1,normal
"and Graves, Humphrey Bailey",2023-04-01,1,normal
"and Graves, Roth Jackson",2020-01-06,2,normal
"and Gray Fleming Young,",2021-05-01,2,normal
"and Gray King, Mccoy",2021-06-02,1,normal
"and Gray Reynolds Fisher,",2019-06-22,1,normal
"and Gray Rogers Flores,",2024-04-12,1,normal
"and Gray Smith, Jennings",2021-05-31,2,normal
and Gray Sons,2022-08-13,1,normal
and Gray Sons,2022-08-23,1,normal
and Gray Sons,2023-09-12,1,normal
"and Gray Williams Wilkinson,",2021-11-29,2,normal
"and Gray, Patton Silva",2020-01-31,1,normal
"and Gray, Wright Barnes",2020-05-20,1,normal
"and Green Burnett, Marquez",2019-09-01,1,normal
"and Green Cooper Davis,",2019-12-03,1,normal
"and Green Garza Ware,",2020-06-18,1,normal
"and Green Guerrero Wang,",2021-09-27,1,normal
"and Green Jones, Johnson",2023-11-06,1,normal
"and Green Klein Woods,",2024-01-24,2,normal
"and Green Martin Padilla,",2021-07-07,1,normal
"and Green Miller Love,",2023-06-23,1,normal
"and Green Patton, Johnson",2023-01-30,1,normal
"and Green Powell, Wood",2023-12-28,1,normal
"and Green Russell Smith,",2020-09-09,1,normal
and Green Sons,2019-07-02,1,normal
and Green Sons,2022-11-03,1,normal
"and Green Williams Simpson,",2020-07-12,1,normal
"and Green, Kane Hammond",2021-05-09,1,normal
"and Greene Hall, Bennett",2024-04-02,1,normal
"and Greene Hicks, Oliver",2022-03-06,1,normal
"and Greene Zavala, Luna",2020-09-02,1,normal
"and Greene, Love Gonzalez",2019-07-25,2,normal
"and Greene, Rodriguez Wu",2020-11-20,1,normal
"and Greene, Yates Robinson",2024-02-26,1,normal
"and Greer Hall Harrison,",2023-06-12,1,normal
"and Greer, Cooper Parks",2023-04-13,1,normal
"and Greer, Dalton Williams",2021-11-29,1,normal
and Gregory Sons,2019-06-12,1,normal
"and Gregory Williams Park,",2019-11-18,1,normal
"and Griffin Lindsey Page,",2020-10-12,2,normal
"and Griffin Lopez Hanson,",2021-01-05,1,normal
"and Griffin Mueller, Perez",2021-07-25,1,normal
and Griffin Sons,2020-08-31,1,normal
"and Griffin Thomas, Bennett",2024-02-21,1,normal
"and Griffin Vaughn Berry,",2022-12-29,1,normal
"and Griffin, Garcia Carney",2019-10-29,1,normal
"and Griffin, Gilbert Murphy",2020-02-02,1,normal
"and Griffith Pratt, Simpson",2020-05-12,1,normal
"and Griffith Smith Ferguson,",2023-05-01,1,normal
and Griffith Sons,2019-08-22,1,normal
and Griffith Sons,2022-01-23,1,normal
"and Griffith, Ray Santana",2023-09-22,2,normal
"and Grimes Bishop, Cummings",2019-07-21,1,normal
"and Grimes Reyes, Lee",2022-12-29,1,normal
and Grimes Sons,2022-05-07,1,normal
and Gross Sons,2019-08-22,2,normal
and Gross Sons,2020-05-09,1,normal
"and Gross, Coleman Gonzales",2021-12-23,1,normal
"and Gross, Herrera Clark",2021-03-25,1,normal
"and Guerrero Arellano, Garcia",2021-02-14,1,normal
"and Guerrero Calhoun Trevino,",2022-03-20,1,normal
"and Guerrero Rose, Johnson",2022-11-12,1,normal
"and Guerrero Smith, Schmidt",2023-05-09,1,normal
"and Guerrero, Lin Rodriguez",2020-05-03,1,normal
"and Gutierrez Carlson Jenkins,",2023-05-24,1,normal
"and Gutierrez Chambers Johnson,",2021-04-18,1,normal
"and Gutierrez Dennis, Carpenter",2021-07-12,1,normal
"and Gutierrez King, Evans",2023-01-30,1,normal
"and Gutierrez Pitts Hanna,",2021-04-27,1,normal
and Gutierrez Sons,2020-04-05,1,normal
and Gutierrez Sons,2023-12-01,1,normal
and Gutierrez Sons,2024-03-11,1,normal
"and Gutierrez, Castro Morris",2019-12-18,1,normal
"and Gutierrez, Fischer Hunter",2022-10-23,1,normal
"and Gutierrez, Gonzales Mathis",2020-04-09,1,normal
"and Gutierrez, Guerrero Moore",2020-09-16,1,normal
"and Gutierrez, Hall Diaz",2019-08-30,1,normal
"and Guzman Bell Sanchez,",2022-10-18,2,normal
"and Guzman Sanford, Jordan",2022-09-11,1,normal
"and Guzman Snyder Rose,",2020-04-27,1,normal
"and Guzman, Jones Nguyen",2023-08-27,1,normal
"and Guzman, Mann Gray",2023-04-21,1,normal
"and Haas Hernandez, Hines",2022-05-12,1,normal
"and Haas Johnson Fowler,",2019-06-15,1,normal
"and Hale Martin Lang,",2020-10-25,1,normal
"and Hale, Jefferson Hoffman",2024-01-30,1,normal
"and Hale, Johnson Rogers",2022-01-24,1,normal
"and Hale, Long Khan",2021-02-01,1,normal
"and Hale, Stewart Mullen",2022-02-08,1,normal
"and Haley Gardner Riggs,",2022-12-16,2,normal
"and Haley, Wheeler Ramos",2019-06-28,1,normal
"and Hall Adkins, Brown",2019-11-28,1,normal
